5|1|2015|01|1
3|4|2015|91|4
99999|4|2015|91|4
5|5|2015|01|3
5|5|2015|01|1
3|8|2015|01|2
5|1|2014|01|1
5|2|2014|01|2
3|3|2014|01|3
5|1|2013|01|1
5|2|2013|01|2
3|3|2013|01|3
5|7|2013|01|3
5|1|2012|01|1
5|2|2012|01|2
5|5|2012|01|1
5|6|2012|01|2
4|1|2011|01|1
1|2|2011|01|2
1|3|2011|01|3
5|1|2010|01|1
3|2|2010|01|2
3|3|2010|01|3
5|5|2010|01|2
5|5|2010|01|1
5|1|2009|01|1
3|2|2009|01|2
3|3|2009|01|3
5|5|2009|01|2
5|5|2009|01|1
3|1|2008|01|1
3|2|2008|01|2
3|3|2008|01|3
5|7|2008|01|3
5|1|2007|01|1
3|2|2007|01|2
5|5|2007|01|3
3|5|2007|01|3
5|1|2006|01|1
3|2|2006|01|2
2|9|2006|01|1
5|1|2005|01|1
5|2|2005|01|2
5|2|2004|01|2
5|3|2004|01|3
5|1|2003|01|1
9|11|2016|01|1
7|12|2015|01|1
99999|10|2004|01|2
45|20|2012|01|1
18|21|2012|01|2
45|13|2011|01|1
45|20|2011|01|1
11|14|2010|01|3
45|19|2010|01|3
45|20|2010|01|1
15|21|2010|01|2
36|26|2010|01|2
46|27|2010|01|2
25|28|2010|01|2
33|30|2010|01|3
35|32|2010|01|1
17|34|2010|01|3
32|37|2010|01|1
32|38|2010|01|2
37|42|2010|01|1
56|43|2010|01|1
43|44|2010|01|2
51|50|2010|01|2
34|17|2009|01|3
34|20|2009|01|2
18|21|2009|01|3
39|29|2009|01|3
18|29|2009|01|3
30|41|2009|00|1
42|55|2009|01|2
30|56|2009|01|2
45|18|2008|01|3
11|20|2008|01|2
21|23|2008|01|3
48|24|2008|01|3
25|28|2008|01|3
29|31|2008|00|3
99999|31|2008|00|3
51|35|2008|01|2
55|36|2008|01|2
28|40|2008|01|2
38|49|2008|01|2
54|53|2008|01|3
31|54|2008|01|3
34|15|2007|01|3
45|16|2007|01|2
45|20|2007|01|1
34|21|2007|01|2
19|22|2007|01|3
36|26|2007|01|2
55|39|2007|01|3
30|41|2007|01|3
24|46|2007|01|1
30|47|2007|01|3
51|50|2007|01|3
44|51|2007|01|3
12|52|2007|01|3
23|48|2005|01|2
53|25|2004|01|1
40|45|2004|01|3
68|57|2016|01|1
73|65|2016|01|1
66|58|2015|01|2
68|59|2015|01|3
64|58|2014|01|2
64|59|2014|01|3
70|58|2013|01|2
61|59|2013|01|3
60|57|2012|01|1
60|58|2012|01|2
61|59|2012|01|3
71|60|2012|01|1
72|57|2011|01|1
72|58|2011|01|2
60|59|2011|01|3
60|57|2010|01|1
60|58|2010|01|2
72|59|2010|01|3
71|57|2009|01|1
71|58|2009|01|2
60|59|2009|01|3
71|63|2009|01|3
60|57|2008|01|1
60|58|2008|01|2
71|59|2008|01|3
71|60|2008|01|2
60|64|2008|01|2
72|57|2007|01|1
72|58|2007|01|2
62|59|2007|01|3
57|62|2007|01|1
72|59|2006|01|3
60|57|2005|01|1
65|59|2005|01|3
63|64|2005|01|3
72|57|2004|01|1
60|57|2003|01|1
72|61|2003|01|2
109|72|2016|01|1
96|79|2016|01|1
95|91|2016|01|1
92|98|2016|01|1
128|99|2016|01|1
95|100|2016|01|1
136|66|2015|01|1
116|67|2015|00|2
115|67|2015|00|2
88|69|2015|01|3
84|71|2015|00|2
109|72|2015|00|3
129|76|2015|01|2
85|77|2015|01|1
134|87|2015|01|3
130|88|2015|01|2
80|89|2015|01|2
78|90|2015|01|1
131|94|2015|01|1
95|96|2015|01|1
110|97|2015|01|2
92|98|2015|01|2
133|70|2014|01|1
136|85|2014|01|1
133|70|2013|01|1
83|74|2013|01|1
79|78|2013|01|2
119|82|2013|01|2
137|92|2013|01|2
131|94|2013|30|1
84|95|2013|01|2
114|68|2012|01|1
133|70|2012|01|1
88|73|2012|01|1
83|74|2012|01|1
101|75|2012|01|1
96|79|2012|01|1
93|80|2012|01|1
114|81|2012|01|1
97|83|2012|01|1
135|84|2012|01|1
136|85|2012|01|1
98|86|2012|01|1
137|93|2012|01|1
131|94|2012|01|1
95|96|2012|01|1
141|102|2016|01|1
144|103|2016|01|1
140|105|2016|01|1
140|105|2016|01|1
152|107|2008|00|2
99999|112|2008|01|2
148|117|2008|01|2
152|106|2007|00|1
157|107|2007|00|2
153|108|2007|00|3
156|109|2007|01|3
145|110|2007|01|1
147|110|2007|01|1
158|111|2007|01|3
149|111|2007|01|3
154|113|2007|01|3
155|115|2007|01|1
153|108|2003|01|3
146|114|2003|01|2
151|116|2003|01|3
275|121|2016|01|1
377|152|2016|01|1
552|183|2016|01|1
500|206|2016|01|1
234|207|2016|01|1
532|209|2016|01|1
351|284|2016|01|1
460|307|2016|02|1
348|307|2016|03|1
338|309|2016|01|1
403|319|2016|01|1
328|334|2016|01|1
239|383|2016|01|1
309|391|2016|01|1
552|393|2016|01|1
538|409|2016|01|1
425|415|2016|01|1
349|460|2016|01|1
552|467|2016|01|1
267|118|2015|01|2
532|119|2015|01|2
275|121|2015|01|3
383|123|2015|01|1
324|126|2015|91|4
429|127|2015|01|1
225|128|2015|01|2
192|135|2015|91|4
434|140|2015|01|2
380|184|2015|01|2
160|203|2015|01|2
481|204|2015|01|1
549|205|2015|01|2
331|216|2015|01|3
532|223|2015|01|3
532|223|2015|99|1
307|224|2015|01|1
456|238|2015|01|1
519|245|2015|01|2
320|250|2015|01|3
220|256|2015|01|2
453|263|2015|01|2
182|266|2015|01|3
480|268|2015|01|3
396|268|2015|01|3
435|282|2015|01|2
321|283|2015|01|3
354|284|2015|01|1
525|285|2015|01|2
269|286|2015|01|3
343|296|2015|01|3
343|299|2015|01|2
494|306|2015|01|3
421|307|2015|01|2
456|307|2015|01|1
278|307|2015|02|2
434|307|2015|02|1
484|307|2015|03|1
220|308|2015|01|2
552|308|2015|01|3
219|308|2015|02|2
498|308|2015|02|3
519|309|2015|01|3
285|309|2015|01|1
196|309|2015|02|3
381|309|2015|03|3
162|310|2015|01|2
385|311|2015|01|3
448|315|2015|01|2
497|316|2015|01|1
196|318|2015|01|1
275|323|2015|01|2
457|324|2015|01|2
393|326|2015|01|3
196|329|2015|01|3
328|334|2015|01|1
328|335|2015|01|2
320|352|2015|01|1
434|353|2015|01|1
343|354|2015|01|3
406|354|2015|01|3
169|366|2015|01|3
325|367|2015|01|2
350|369|2015|01|3
430|374|2015|01|3
333|377|2015|01|3
515|394|2015|01|2
552|403|2015|01|1
333|404|2015|01|2
426|428|2015|01|2
501|429|2015|01|1
377|430|2015|01|3
377|434|2015|01|2
377|435|2015|01|3
376|444|2015|01|2
515|445|2015|01|3
456|455|2015|01|1
350|457|2015|01|2
457|473|2015|01|2
275|121|2014|01|1
275|122|2014|01|3
383|123|2014|01|1
324|126|2014|91|4
429|127|2014|01|2
431|134|2014|99|2
192|135|2014|91|4
224|140|2014|01|3
545|146|2014|01|1
244|147|2014|01|3
244|178|2014|01|2
380|184|2014|01|2
264|186|2014|01|3
401|201|2014|01|2
216|202|2014|01|3
502|216|2014|01|3
527|218|2014|01|2
532|223|2014|01|3
283|235|2014|01|3
253|236|2014|01|1
557|237|2014|01|2
224|241|2014|01|2
537|246|2014|01|3
517|281|2014|01|1
306|284|2014|01|1
298|284|2014|01|1
525|285|2014|01|2
191|286|2014|01|3
261|295|2014|99|2
393|300|2014|01|2
315|304|2014|01|3
484|307|2014|01|2
456|307|2014|01|1
434|307|2014|02|1
348|307|2014|03|1
219|308|2014|01|2
416|308|2014|02|2
162|310|2014|01|2
448|315|2014|01|2
497|316|2014|01|1
282|322|2014|01|1
161|328|2014|01|1
328|330|2014|01|1
328|334|2014|01|2
224|341|2014|01|1
399|351|2014|01|2
473|351|2014|01|2
261|353|2014|01|1
349|355|2014|01|1
169|365|2014|01|3
325|367|2014|01|2
282|370|2014|01|2
282|380|2014|01|3
416|382|2014|01|2
309|391|2014|01|1
309|392|2014|01|2
312|399|2014|01|2
501|411|2014|01|1
277|419|2014|01|2
224|422|2014|01|3
283|426|2014|01|3
426|427|2014|01|2
532|438|2014|01|2
376|444|2014|01|2
416|454|2014|01|3
456|455|2014|01|3
531|457|2014|01|2
275|121|2013|01|1
357|121|2013|01|1
324|126|2013|91|4
274|127|2013|01|1
402|128|2013|01|2
192|135|2013|91|4
272|138|2013|01|1
224|140|2013|01|3
170|145|2013|01|1
244|149|2013|01|3
380|184|2013|01|2
460|198|2013|01|2
201|199|2013|01|3
512|200|2013|01|2
532|209|2013|01|2
526|216|2013|01|3
345|234|2013|01|1
267|240|2013|01|3
224|249|2013|01|1
220|256|2013|01|3
343|261|2013|01|2
343|262|2013|01|2
354|284|2013|01|1
269|286|2013|01|2
261|294|2013|01|2
248|303|2013|01|2
434|307|2013|01|2
484|307|2013|01|1
456|307|2013|02|1
421|307|2013|03|1
416|308|2013|01|2
444|308|2013|02|2
220|308|2013|03|2
162|310|2013|01|2
470|314|2013|01|2
497|316|2013|01|1
275|320|2013|01|2
328|330|2013|01|1
328|330|2013|99|2
349|336|2013|01|2
275|337|2013|01|3
502|350|2013|01|2
224|361|2013|01|3
349|364|2013|01|1
325|367|2013|01|2
282|379|2013|01|1
282|380|2013|01|2
194|391|2013|01|1
552|403|2013|01|3
501|416|2013|01|3
224|422|2013|01|2
377|434|2013|01|2
416|440|2013|01|3
380|440|2013|01|3
376|444|2013|01|2
515|445|2013|01|2
552|447|2013|01|2
456|449|2013|01|3
532|450|2013|01|3
532|450|2013|99|1
456|455|2013|02|1
531|457|2013|01|2
275|121|2012|01|1
324|126|2012|91|4
429|127|2012|01|1
225|128|2012|01|2
532|136|2012|01|2
224|140|2012|01|2
531|144|2012|01|2
244|147|2012|01|3
239|169|2012|01|3
244|178|2012|01|2
286|181|2012|01|3
552|182|2012|01|2
380|184|2012|01|2
355|197|2012|01|1
365|216|2012|01|3
303|222|2012|01|2
237|233|2012|01|1
351|242|2012|01|3
267|247|2012|01|3
224|249|2012|01|1
349|253|2012|01|3
457|260|2012|01|3
502|265|2012|01|1
294|273|2012|01|2
294|277|2012|01|1
294|278|2012|01|3
415|279|2012|01|3
259|280|2012|01|2
191|284|2012|01|1
525|285|2012|01|2
191|286|2012|01|3
557|293|2012|01|3
343|299|2012|01|3
294|301|2012|01|2
258|305|2012|01|2
451|307|2012|01|2
456|307|2012|01|1
330|307|2012|02|1
484|307|2012|03|1
318|308|2012|01|2
343|308|2012|01|3
444|308|2012|02|2
219|308|2012|03|2
519|309|2012|01|3
197|309|2012|02|3
162|310|2012|01|1
385|311|2012|01|2
448|315|2012|01|2
497|316|2012|01|1
275|320|2012|01|2
328|330|2012|01|1
328|331|2012|01|3
328|333|2012|01|2
283|338|2012|01|2
224|341|2012|01|3
512|343|2012|01|3
169|365|2012|01|3
169|365|2012|01|3
325|367|2012|01|2
194|391|2012|01|1
194|392|2012|01|2
515|394|2012|01|2
224|422|2012|01|3
455|423|2012|01|3
392|439|2012|99|1
380|442|2012|01|3
255|442|2012|01|3
376|444|2012|01|2
390|446|2012|01|2
532|450|2012|01|3
532|450|2012|99|1
456|455|2012|02|1
451|457|2012|01|2
275|121|2011|01|3
357|121|2011|01|3
324|126|2011|91|4
429|127|2011|01|1
225|128|2011|01|2
369|129|2011|01|3
369|131|2011|99|2
