CMST 24905|2163|Agitation and Propaganda:  Cinema in Wartime Japan|CMST
CHDV 23249|1447|Animal Behavior|CHDV
COVA 22301|2306|Everyday Sculpture|COVA
CHSS 33500|1636|Elementary Logic|CHSS
HIST 25100|5409|Gender: Hist of Sci Tech Med|HIST
LACS 17735|6539|The Art of Post-Revolutionary Mexico|LACS
JWSC 25903|6468|The Arab-Israeli Conflict in Literature and Film|JWSC
ENGL 22808|3434|Latina Narratives|ENGL
INST 29900|6145|BA Thesis: Intl Studies|INST
CRES 20002|2340|Jewish History & Society-2|CRES
HIST 29626|5716|Hist Coll:  Sex & the City in International History|HIST
BIOS 29286|1301|Biological/Cultural Evolution|BIOS
LING 25120|6921|Syntactic Variation|LING
CRES 27314|2458|Theorizing the Global Ghetto|CRES
HMRT 20213|5782|Human Rights & the Environment in Latin America|HMRT
HIPS 29104|5005|Science and Religion:  Contemporary Issues|HIPS
ECON 20300|2997|Elements of Economic Analysis-4|ECON
ECON 24102|3046|Topics in Labor Economics|ECON
ENGL 24800|3514|Gender/Southrn African Writing|ENGL
TAPS 23900|9904|Playwriting:  Sketch to Play|TAPS
NEHC 20016|7508|Persp: Near Eastern Lit: Classical Arabic Literature|NEHC
"CATA 23011|1393|Books, Music and Cultural Transfer:  Catalonia, 1450-1600|CATA"
"HIST 23302|5281|Europe, 1815-1914|HIST"
LLSO 27403|7088|Writing Argument|LLSO
PBPL 27105|7780|Housing Segregation in the US|PBPL
TAPS 15000|9866|Beginning Playwriting|TAPS
"NEAA 10630|7445|Islamic Art & Architecture, 1100-1500|NEAA"
ENST 12202|3767|Biological Issues & Paradigms|ENST
ENGL 27803|3677|What a Lyric Poem Can Carry|ENGL
LTAM 21801|7126|Language/Colonialism: Andes|LTAM
BIOS 25227|1262|Endocrinology II: Syst & Physio|BIOS
BANG 10200|1019|First-Year Bangla-2|BANG
HIST 18710|5158|Early America to 1800|HIST
KORE 42200|6520|Contemporary Korean Society & History thru Film & Fiction|KORE
ENGL 25907|3572|Phonographic Fictions: Literature & Sound|ENGL
HUMA 12100|5970|Greek Thought And Literature-2|HUMA
MUSI 22300|7311|Introduction To Opera|MUSI
LACS 26503|6658|Slavery in Brazil|LACS
ARTH 26201|767|Architectural History and Critical Media Practice|ARTH
NEAA 20218|7471|A Survey of Old Kingdom Archaeology|NEAA
FNDL 21201|3898|Milton|FNDL
FNDL 21300|3904|James Joyce: Ulysses|FNDL
ENST 25702|3825|Feeding the City:  The Urban Food Chain-2|ENST
CLCV 21807|1672|Greek Art and Archaeology|CLCV
SOCI 20175|9369|The Sociology of Deviant Behavior|SOCI
BSSR 29900|1356|BSCD Summer Research|BSSR
ENGL 48502|3750|Henry James and the Question of Evil:  The Portrait of a Lady and the Turn of the Screw|ENGL
PORT 22500|8579|Travels Of Mendes Pinto|PORT
CMST 25203|2175|Digital Networks:  Social Media & Public Spheres|CMST
HIST 20004|5170|Blacks and Jews in US History|HIST
EALC 25705|2894|Rdg Activism:Post-War Japan|EALC
ISHU 24901|6189|Bringing up the Novel in Bohemia|ISHU
GNSE 23903|4588|Politics of Reproduction in the United States|GNSE
ARTH 14307|535|Greek Art & Arch. I:  From the Bronze Age to the Persian Wars|ARTH
CMST 35954|2292|Alternate Reality Games:  Theory and Production|CMST
ENGL 25930|3590|Narratives of Passing: American Modernism and Race|ENGL
ENGL 17809|3283|Writing Lives: The Spirit of Biography in 18th-Century Britain|ENGL
NEHC 20603|7561|Islamic Thought and Literature-3|NEHC
RUSS 24405|9056|Recent Russian Culture:  1985-Present|RUSS
"ECON 26530|3066|Environment, Agriculture, and Food: Economic and Policy Analysis|ECON"
CMST 24106|2124|Radical Cinema in India: A Historical Introduction|CMST
PHIL 21311|7891|Other Minds|PHIL
ANTH 27002|406|Intro To Linguistics-2|ANTH
CHDV 26226|1482|Becoming Adult in Postmodern Context(s)|CHDV
ARTH 17301|595|Art and Death in Ancient Greece and Rome|ARTH
GNDR 27802|4505|Imag(in)ing Disease|GNDR
HUDV 20500|5929|Psychological Anthropology|HUDV
ARTH 18400|641|Divination and Diagnosis in African Art|ARTH
ARTV 26230|964|Problems in Contemporary Aesthetics|ARTV
RUSS 22401|9040|Enlightenment/19th C Russ Lit|RUSS
"CHDV 22212|1444|Love, Capital and Conjugality: Africa and India in Comparative|CHDV"
ECON 14510|2983|Gender and Development|ECON
HIST 26512|5537|The Right to the City in Latin America|HIST
CMLT 21906|1839|Merleau-Ponty's Phenomenology of Perception|CMLT
GRMN 29000|4839|Major Works of Modernism|GRMN
"FNDL 29500|4119|George Eliot, Middlemarch|FNDL"
ECON 26410|3063|Economics of Antitrust and Regulation|ECON
LACS 22807|6585|Race and Ethnicity in the Caribbean|LACS
ENGL 20009|3309|London: Cultures and Institutions|ENGL
TURK 20103|10042|Intermediate Turkish-3|TURK
"GRMN 29113|4840|Lohengrin Laboratory: Opera, Dramaturgy, and Stage Practice|GRMN"
ARTV 25401|949|Transmedia Game|ARTV
HIST 24004|5337|Introduction to Georgian Culture and History|HIST
GNSE 15002|4534|Gender and Sexuality in World Civilizations|GNSE
PLSC 20310|8190|The Passions in Modern Political and Ethical Thought|PLSC
HIST 29660|5741|History Colloquium: The American South Since 1865|HIST
HIST 23002|5268|Protestant Reformation in Germany|HIST
REES 29812|8779|Literatures of Eurasia|REES
CRPC 16100|2503|Intro to Latin American  Civ I|CRPC
ANTH 21328|205|Race and Incareration in America|ANTH
JAPN 24806|6380|Objects of Japanese Hist|JAPN
"CLCV 28810|1789|Augustine, Confessions in English|CLCV"
HIST 25307|5427|History and Historiography of Science|HIST
HIST 25706|5457|Early Modern Armenian History 1500-1800|HIST
SALC 20505|9122|Projects of Freedom: Britain Between 1789 and 1867|SALC
PEAA 12012|7820|Swimming Strokes for Not-So-Buoyant Folks|PEAA
PSYC 27500|8731|Intro: Psychology Of Language|PSYC
TAPS 29500|10012|Directing Study|TAPS
HIST 26803|5554|The Transformation of 18th C. Empire|HIST
BIOS 10300|1072|Cells In Their Environments|BIOS
RLST 23400|8875|Introduction to Christian Theology|RLST
PSYC 25000|8706|Physiology Of Vision|PSYC
PHIL 24713|8024|Friedrich Nietzsche's Twilight of Idols|PHIL
"HIST 26704|5548|The Indian Ocean, Colonial Travel and Labor of Empire 1757 - 1950|HIST"
CRWR 30255|2726|Fundamentals of Fiction: CW Track|CRWR
FNDL 28203|4101|Topics from Hegel's Phenomenology of Spirit|FNDL
ENGL 12502|3175|Writing Fiction|ENGL
"EALC 27004|2918|Urban Modernity in 20th-C China:  Identity, Culture, Politics|EALC"
CRPC 22810|2524|19th C. Latino-Caribbean Writers|CRPC
GEOS 22060|4333|What Makes a Planet Habitable?|GEOS
HIPS 23500|4933|Comp Primate Morphology|HIPS
"PHIL 23007|7968|Introduction to Metaphysics: Existence, Truth, Activity|PHIL"
PHIL 24300|8019|Evol Mind/Morality: 19-21st C|PHIL
PHIL 21421|7903|Film And Moral Philosophy|PHIL
CHEM 11301|1553|General Chemistry-3 (var A)|CHEM
HEBR 10102|4859|Elementary Classical Hebrew-2|HEBR
RUSS 22500|9042|Tolstoy: Fictions of Peace and War|RUSS
GREK 21200|4677|Plato: Philosophy|GREK
FREN 23711|4196|Litterature et photographie|FREN
CMST 40201|2297|Black Queer Media (makers)|CMST
"FNDL 21704|3927|Melville, Moby Dick|FNDL"
AFAM 26201|34|New Media and Politics|AFAM
"HIST 20002|5168|Health, Disease and Colonialism in Africa|HIST"
ENGL 12501|3174|Writing Fiction|ENGL
PBHS 32700|7705|Biostatistical Methods|PBHS
ANTH 24101|310|Intro To South Asian Civ-1|ANTH
EALC 36500|2962|The Shijing: Classic of Poetry|EALC
ANTH 21334|207|Anthropology of Debt Crisis|ANTH
HIST 25702|5454|Early Turkish Republic|HIST
HIND 15003|4889|Intermediate Hindi in India|HIND
PLSC 28201|8477|African American and Jewish Political Thought|PLSC
SOSL 27100|9668|Bosnian Lit: Ivo Andric|SOSL
ANTH 24301|313|AdvRdgs:  Medicine and Culture|ANTH
PBPL 25901|7757|EDUCATION POLICY & PRACTICE|PBPL
PBPL 27200|7782|Policy Reform|PBPL
CRWR 26400|2704|Writing Profiles|CRWR
MAPS 34500|7161|Anthropology Of Museums-1|MAPS
"PBPL 25810|7752|Social Problems, Social Policy, and Social Change|PBPL"
"HMRT 23620|5820|Democracy, Torture, and Mass Incarceration|HMRT"
GNDR 16901|4394|Roaring Girls: Gender in Renaissance Drama|GNDR
RLST 23702|8884|Calvin on Idolatry and True Religion|RLST
FNDL 26611|4064|Aeneids in Translation|FNDL
JWSC 21107|6429|Rdg: Maimonides' Guide of the Perplexed|JWSC
"HIST 24507|5372|Everyday Maoism:  Work, Daily Life, & Matl Culture in Socialist China|HIST"
"HIST 26100|5477|Hist of Mod Spain, Circa 1808-1980|HIST"
TURK 20102|10041|Intermediate Turkish-2|TURK
MUSI 28914|7426|Munich-Chicago Performance Laboratory: Jephta's Daughter|MUSI
HIST 22505|5251|Modern Britain 1688-1901|HIST
"ARTH 17015|576|Blood, Sweat, and Tears:  The Sacred Image in Byzantium|ARTH"
ARTV 26750|972|Chicago Film History|ARTV
CHDV 27950|1517|Evolution and Economics of Human Behavior|CHDV
LACS 26500|6655|Hist Of Mexico 1876-Pres|LACS
LING 27920|6952|Laboratory Methods in Sign Language and Gesture|LING
NEAA 20501|7477|Art/Arch Ne: Introduction to Islamic Archaeology|NEAA
PHIL 24015|8006|Modality|PHIL
CRES 25106|2420|Slavery and Freedom in South America|CRES
NEHC 20705|7594|Literatures of Eurasia|NEHC
ENGL 15600|3217|Medieval English Literature|ENGL
GREK 20300|4674|Intermediate Greek-3|GREK
"RLST 28617|8988|The Dao De Jing:  Text, Philosophy and Religion|RLST"
RLST 23012|8871|God|RLST
TAPS 28492|10000|Introduction to Japanese Theater|TAPS
INST 26350|6074|Coll: Europe Between The World Wars|INST
"CHDV 26215|1472|Language, Agency, and Development|CHDV"
ANTH 21425|220|Interpreting the Dead: Anthropological Approaches to Mortuary Prac|ANTH
AFAM 21255|24|Instv Study:  The Senegambia|AFAM
HIST 29647|5731|Hist Coll:  China-Rise or Return?  Hist Perspectives on Culture|HIST
LACS 21903|6571|Literatura Hispanica:  Textos Hispanoamericanos|LACS
PHIL 22900|7959|Sem: Philosophy of Social Science|PHIL
GEOG 20100|4270|Cultural Geography|GEOG
ARTH 26611|781|Abstraction|ARTH
"HIST 26406|5518|Barrios, Ghettoes, Neighborhoods:  Urban Comm. in Hist. Perspective|HIST"
HIST 25608|5449|Islam and the Armenians:  Paradigms of Medieval Interactions|HIST
ENGL 24101|3469|George Eliot:  Middlemarch|ENGL
PLSC 30800|8516|Intro To Game Theory|PLSC
ANTH 36712|467|Approaches to Settlement and Land Survey|ANTH
ITAL 25513|6331|Women Writers and Religion in Renaissance Italy|ITAL
GREK 21900|4685|Greek Orators|GREK
"HIST 23401|5290|Genocide Euro Jews, 1933-1945|HIST"
ARTH 27509|807|Reading Artists Writing|ARTH
CHDV 26218|1474|Animals and Society|CHDV
PHIL 23011|7970|Faith and Reason|PHIL
GEOG 23700|4278|Placing Chicago: Geographical Perspectives on a Global City|GEOG
GNDR 20120|4397|Introduction to Population|GNDR
BIOS 12117|1112|The 3.5 Billion Year History of the Human Body|BIOS
SOCI 20149|9355|Technoscience and Information|SOCI
CMST 14506|2070|Space and Time in Still and Moving Images|CMST
MUSI 25013|7372|Music and Philosophy|MUSI
CRES 24305|2409|Autobiog Writ: Gender& Modern Korea|CRES
SOSC 24100|9606|Intro To Russian Civ-2|SOSC
CRPC 20103|2506|Urban History in Colonial & Comtemporary Africa|CRPC
SPAN 25013|9756|Theories & Practices of Everyday Life in Catalan Lit & Cinema|SPAN
ENGL 11100|3147|Critical Perspectives|ENGL
HIPS 26204|4979|Introduction to Scientific and Technological Change|HIPS
"NEAA 20801|7485|Art, Architecture, and Identity in the Ottoman Empire|NEAA"
"LACS 28102|6697|The Global Abolition of Slavery, 1750 - 1900|LACS"
PBPL 28075|7794|Powers of Institutional Philanthropy: Social & Methodological Considerations|PBPL
RUSS 10300|9006|Elementary Russian-3|RUSS
LACS 27103|6679|Beginners K'iche' Maya 3|LACS
ANTH 21309|189|ModRdgs:  Culture and Crisis|ANTH
SALC 20502|9119|Bollywood India: Film & History|SALC
HUMA 16100|5982|Media Aesthetics-2|HUMA
PLSC 21314|8295|Culture and Politics|PLSC
FNDL 21650|3925|Kafka:  The Trial|FNDL
EALC 19020|2780|The Crowd in Modern Chinese Literature and Visual Culture|EALC
BIOS 21229|1191|Genome Informatics: How Cells Reorganize Genomes|BIOS
MATH 29520|7248|Introduction to Error-Correcting Codes|MATH
ENGL 11600|3154|Writing Arts Reviews|ENGL
ARTH 31314|853|Fluxus and the Question of Media|ARTH
HIST 24307|5363|20th-Century China through Great Trials|HIST
HMRT 24100|5825|Human Rights Under Comm & Post-Communism|HMRT
BCSN 10303|1040|First-Year Bosnian/Croatian/Serbian-3|BCSN
TAML 20300|9853|Second-Year Tamil-3|TAML
SOCI 20236|9416|Political Modernization|SOCI
ARTV 23801|889|Video|ARTV
PHIL 24130|8015|Anscombe on Action and Ethics|PHIL
CMLT 21704|1836|Intercultural Adaptation:  Kurosawa and His Russian Sources|CMLT
GEOG 25701|4283|Buildings as Evidence:  Multidisciplinary Methods|GEOG
ARTH 22809|696|French Art from 1415-1515|ARTH
AFAM 20206|17|Women in Modern Africa|AFAM
CRES 26208|2431|Literatures of Russian and African-American Soul|CRES
AFAM 27704|46|Contemporary African American Fiction|AFAM
SALC 20504|9121|Cinematic Exchange in Indian Film|SALC
PLSC 25810|8419|Democracy in Indonesia|PLSC
JAPN 10100|6360|Elementary Modern Japanese-1|JAPN
ISHU 29201|6248|Traumatic Everyday; Holocaust in Polish Lit|ISHU
MUSI 29500|7428|Undergraduate BA Seminar|MUSI
POLI 30100|8557|Advanced Polish - 1|POLI
ANTH 26740|398|Economic Organization of Ancient Complex Societies|ANTH
ENST 22800|3798|Environmental Sociology|ENST
RLST 26400|8927|Milton's Paradise Lost|RLST
TAPS 26600|9930|Interactive Comedic Musical Workshop|TAPS
ENST 27400|3854|Epidemiology and Population Health|ENST
PSYC 23800|8686|Introduction to Memory and Learning|PSYC
ENGL 20400|3361|Romanticism & Revolution|ENGL
NEHC 20511|7552|Islam & the State: Origins & Evolution of Political Thought in Islam|NEHC
SOCI 28060|9467|The Cultural Sociology of Animals|SOCI
NEHC 30601|7665|Islamic Thought & Literature-1|NEHC
HIST 24606|5377|From the Qing Empire to the Chinese Nation State|HIST
SPAN 27800|9778|Imag The Nat: 19th C Span Amer|SPAN
GRMN 20119|4731|Intermediate German-1|GRMN
INST 29460|6133|Never Again! Núnca Más! Niemals wieder! The Global History of the Politics of History since 1945|INST
PSYC 24550|8697|The Development of Social Categorization|PSYC
GRMN 27800|4825|Jewish-Amer Lit Post-1945|GRMN
BPRO 26500|1346|Picturing Words/Writing Images (Studio)|BPRO
CRES 27900|2481|Asian Wars Of The 20th Century|CRES
ARTH 16900|573|Survey of Japanese Art:  Prehistory to Present|ARTH
SOSC 19015|9517|European Civilization in Paris-3|SOSC
ANTH 21260|175|Intensive Study:  Seminole|ANTH
TAPS 25000|9915|Advanced Playwriting and the Theory of Time|TAPS
CHIN 20403|1598|Advanced Modern Chinese-3|CHIN
STAT 22600|9805|Analysis Of Categorical Data|STAT
ENGL 20126|3321|London Program: Oscar Wilde's London|ENGL
"ANTH 21114|145|ClsclRdgs:  Fetishism and the ""Spirit of Matter""|ANTH"
LING 18712|6868|Introduction to Old Turkic 2|LING
"HIST 23216|5279|Mass Culture, Counterculture, & Avant-garde in Postwar Europe|HIST"
ENGL 18104|3289|Fragments/Ruins:1760 to 1820|ENGL
CMST 23300|2104|Italian Resistance|CMST
SOCI 20208|9393|Internet and Society|SOCI
AFAM 28600|51|Race and the Criminal Justice System|AFAM
LGLN 18700|6823|Elementary Kazakh-1|LGLN
SLAV 21001|9289|Comparative Slavic Linguistics|SLAV
"CMLT 26014|1925|Seriously Funny: Comedy, Critique and Transformation|CMLT"
CRWR 23110|2685|Advanced Poetry Workshop: The Long Poem|CRWR
ARTV 34301|997|Writing for Performance|ARTV
LLSO 23510|7042|The European Convention on Human Rights|LLSO
GREK 29500|4705|Readings: Classical Greek|GREK
YDDH 29700|10077|Independent Reading:  Yiddish|YDDH
HIST 20003|5169|African American Religion: Themes and Issues|HIST
ITAL 15005|6277|Advanced Italian in Rome|ITAL
LACS 24314|6608|America in the World: Intro to Transnational Literature|LACS
"NEHC 20360|7526|Eden to Eliot, J.C. to Jay-Z:  The Bible in Western Culture|NEHC"
ARTH 14400|536|Italian Renaissance Art|ARTH
JWSC 20400|6419|Elementary Yiddish for Beginners-II|JWSC
GRMN 24712|4777|Masterpieces of Scandinavian Literature|GRMN
"ENST 29702|3873|Readings and Research: Working Group in Environment, Agriculture, and Food (EAF) II|ENST"
ENGL 27300|3661|The Harlem Renaissance|ENGL
EALC 24918|2884|Image/World/Ozu|EALC
CMSC 27700|2054|Mathematical Logic-1|CMSC
LING 29530|6970|The Structure of Greek|LING
PLSC 20513|8211|Public and Private in the Thought of Hannah Arendt|PLSC
FREN 22203|4172|The Literary Avant-Garde|FREN
CLCV 26707|1754|Money in Ancient Greece|CLCV
GRMN 25215|4791|Catching Spies|GRMN
HIST 26514|5538|Slavery in Brazil:  Historiography and Trends|HIST
PHYS 14200|8145|Honors Electricity & Magnetism|PHYS
"HUMA 24108|6024|Rivalry, Glory and Death|HUMA"
LACS 22310|6579|Lit. & Ideas in the Spanish-Speaking Caribbean: 19th Century|LACS
SOCI 20226|9407|Urban Schools and Communities|SOCI
LLSO 24200|7049|Legal Reasoning|LLSO
"INST 29601|6135|Modernity for  the West, Development for the Rest? History Making in Transcultural Perspective|INST"
FREN 26811|4239|Agnes Varda|FREN
PLSC 20515|8212|On Revolution and Resistance: Hannah Arendt and Frantz Fanon|PLSC
NEAA 20208|7469|The Egyptian Pyramids|NEAA
MUSI 23501|7340|Music in the Middle East|MUSI
FNDL 22801|3972|Freud and Philosophy|FNDL
GRMN 15002|4722|Elementary German in Vienna|GRMN
EALC 42026|2972|Oe Kenzaburo|EALC
CMST 27203|2229|Zizek on Film|CMST
REES 26048|8767|Russian Cinema|REES
"CLCV 17113|1656|Athenian Vase-Painting:  Wine, Myth and Politics|CLCV"
PHSC 18100|8134|The Milky Way|PHSC
MATH 24200|7209|Algebraic Number Theory|MATH
ARTV 21001|870|Figure Drawing: Trans/Figuration|ARTV
CLAS 30400|1644|Who Were the Greeks?|CLAS
PLSC 27200|8452|Florentine Republicanism-1|PLSC
PHYS 13200|8142|Electricity & Magnetism|PHYS
MALA 20300|7137|Second-Year Malayalam-3|MALA
ARTH 17903|627|1900 In The Smart Collection|ARTH
ANTH 25115|332|Magic in the Market|ANTH
REES 21300|8749|(Re)Branding the Balkan City: Comtemp Belgrade/Sarajevo/Zagreb|REES
GNSE 24325|4593|Courtesan Culture and the Arts in China|GNSE
GNDR 24900|4473|Nabokov:  Lolita|GNDR
HMRT 28601|5883|Race and the Criminal Justice System|HMRT
"SOCI 20190|9380|Race, Class and Culture in Education (C)|SOCI"
LLSO 22105|7024|Digital Networks:  Social Media & Public Spheres|LLSO
ANTH 27415|421|Literacy in the Arab World|ANTH
PHIL 27505|8069|Kant's Theoretical Philosophy|PHIL
PORT 21500|8571|Curso de Aperfeicoamento|PORT
ARTV 26300|965|Hist Of Photo: 1800-1950|ARTV
PSYC 23500|8678|Intro To Interaction Research|PSYC
GEOS 23600|4344|Chemical Oceanography|GEOS
"LACS 39004|6751|The Anth. of Afro-Brazilian Religions:  Hist., Ontology, Epistemology|LACS"
MENG 24200|7259|Selec Tpcs Molec Engineering: Molecular/Materials Modelling II|MENG
LING 21420|6895|History of Greek Language|LING
PSYC 29800|8739|Honors Seminar: Psychology|PSYC
RLST 20401|8811|Islamic Thought & Literature-1|RLST
AFAM 21217|23|Intsv Stdy: The Luo Of Kenya|AFAM
CHEM 11300|1552|Comprehensive General Chemistry-III|CHEM
"RLST 21303|8836|Christianity and Slavery in America, 1619-1865|RLST"
MATH 29100|7236|Mathematical Neuroscience|MATH
ANTH 27305|417|Pornography and Language|ANTH
HIPS 29505|5018|Psychoanalysis in American Intellectual Life|HIPS
FREN 10100|4127|Beginning Elementary French-1|FREN
HIST 29653|5735|History Colloquium:  Early Modern Britain|HIST
NEHC 20941|7631|Analyzing Policy in the Middle East|NEHC
"MUSI 29113|7427|Lohengrin Laboratory: Opera, Dramaturgy, and Stage Practice|MUSI"
EGPT 10201|3115|Introduction To Coptic|EGPT
PBPL 29600|7814|Internship: Public Policy|PBPL
PLSC 22510|8327|Law and Society|PLSC
BIOS 20245|1179|Immersive Virtual Anatomy|BIOS
"GNDR 22602|4444|Youth, Gender and Sexuality|GNDR"
HIPS 29618|5037|A Global History of Cold War Science and Technology|HIPS
LING 27860|6948|Bantu Tone Systems|LING
HIPS 29302|5007|Constituting Biomedicine:  Anthropolgies of Bench & Bedside|HIPS
CLCV 25000|1719|Ovid'S Metamorphoses|CLCV
BIOS 22244|1205|Intro To Invertebrate Biology|BIOS
GNSE 29302|4650|Issues in Women's Health|GNSE
TAPS 28500|10002|Advanced Study Theater:  Acting|TAPS
BASQ 24291|1029|Basque Cinema:  A Cultural and Political History|BASQ
"GEOS 21205|4326|Intro: Seismology, Earthquakes, Near Surface Earth Seismicity|GEOS"
ENGL 11602|3155|Travel Writing|ENGL
BIOS 20182|1158|Genetics|BIOS
"ENST 26201|3829|Naturalizing Disaster: Nature, Vulnerability, and Social History|ENST"
FNDL 26902|4070|Moments of Happiness|FNDL
FNDL 25210|4024|Magic Mountain|FNDL
RLST 28800|8994|Body/Soul: Approaches to Prayer|RLST
SPAN 29200|9793|National/Cultural Identities|SPAN
NEHC 20025|7509|Introduction to Islamic Law|NEHC
FNDL 23304|3982|Montesquieu's My Thoughts|FNDL
ARTH 16809|572|Islamic Art & Architecture 1500-1900|ARTH
ENGL 20301|3359|Bible English Lit|ENGL
AMER 21108|77|Resurrecting God: Science Fiction and Religious Belief in post-1945 America|AMER
POLI 20600|8541|Advanced Polish 2|POLI
MATH 20800|7201|Honors Analysis In Rn-2|MATH
MUSI 24000|7366|Composition Lessons|MUSI
EALC 27450|2926|Silk Road Fictions|EALC
PHIL 26401|8060|The Philosophy of Socrates|PHIL
JWSC 29200|6488|The Representation of the Holocaust in Hebrew/Israeli Literature|JWSC
SLAV 26700|9308|Left-Wing Art and Soviet Film Culture of the 1920's|SLAV
"LAWS 99301|6809|Emotion, Reason, and Law|LAWS"
COVA 27200|2322|Advanced Painting|COVA
ENGL 21100|3381|Victorian Wives/Mothers/Daughter|ENGL
"FREN 23013|4186|Crime, justice, redemption:  intro lit. francaise des  XIXe-XXe|FREN"
"HMRT 20915|5787|Race, Empire, and the Politics of Human Rights|HMRT"
SOSC 21100|9559|Music In Western Civ-1|SOSC
CRPC 20173|2509|Inequality in American Society|CRPC
LING 24500|6914|Dialect Voices In Lit|LING
CMLT 29703|1979|Intro to Comp Lit II:  Aesthetics and Plitics of SE Asian Fic|CMLT
CMST 25301|2178|Women and Film Noir|CMST
PHIL 23105|7976|Philosophy of Mathematics|PHIL
SPAN 15013|9689|Intermediate Spanish in Oaxaca|SPAN
ARTH 26803|788|Architectural Theory & Practice in the Enlightenment and 19th Century|ARTH
CMLT 24712|1892|Masterpieces of Scandinavian Literature|CMLT
"ENGL 20210|3346|Moore, Bishop, Lowell, and Plath|ENGL"
KORE 22100|6511|Korean Contemporary TV and Language|KORE
"ANTH 20926|131|African Im/Possibilities:  Politics, Economies, Lifeworlds|ANTH"
BIOS 25408|1275|Wireless Immunology|BIOS
ENGL 24315|3496|The Global South Asian Diaspora in Literature and Film|ENGL
"ISHU 23402|6168|Music, Art, and Architecture in Sacred Spaces|ISHU"
CMLT 29704|1980|Intro to Comp Lit II: Comp Modernisms: China India in Mod Lit|CMLT
SPAN 20901|9709|Literatura Hispanica: Textos Hispanoamericanos|SPAN
ENGL 22302|3423|Late Henry James|ENGL
CMST 29500|2285|Islam in the Digital Age|CMST
SCTH 37501|9250|Psychoanalysis and Philosophy|SCTH
ANTH 21406|209|Celeb/Sci Paleoanthropology|ANTH
HMRT 28502|5881|Beginning After the End: Reconstrn in Post-Catastrophic Societies|HMRT
HIST 27008|5564|History of American Feminist Thought|HIST
GREK 11100|4667|Intro To Accel Greek-1|GREK
LATN 23400|6783|Boethius|LATN
SCTH 39123|9258|Reading Sir Francis Bacon-1|SCTH
"ITAL 29610|6355|Galileo Galilei: Science, Art, & Literature|ITAL"
BPRO 24700|1337|Neo-Liberalism / Neo-Imperialism|BPRO
HIPS 21000|4912|Introduction To Ethics|HIPS
ENGL 26404|3632|Literature and the Environment|ENGL
LACS 29300|6720|Asians in Latin America|LACS
"TAPS 28430|9965|""Impossible"" Theaters|TAPS"
"ARTH 25613|750|Art, Money, and Meaning|ARTH"
"SOSC 22355|9577|Middle Eastern Civilizations, Cairo-II|SOSC"
PLSC 23313|8348|Democracy and Equality|PLSC
SCTH 37312|9246|Rousseau and the Profession of Faith of the Savoyard Vicar|SCTH
ISHU 24003|6179|Autobiography in the 20th Century|ISHU
SPAN 22001|9722|Tragedy in Early Modern Spain & England|SPAN
BIOS 13323|1134|Ecology To Agroecology|BIOS
CRWR 22112|2673|Advanced Fiction Workshop: The Short Story in Context|CRWR
SPAN 20500|9701|Composicion y conversacion avanzada II|SPAN
PHIL 24001|8001|Meaning|PHIL
CMST 24502|2135|The Soviet Imaginary|CMST
"ENST 22705|3797|Empire, Science and Environment 1492-1800|ENST"
HIST 23505|5303|Knights and Samurai|HIST
SOCI 20237|9417|Religions in Contemporary China|SOCI
TAPS 21600|9887|Acting Workshop|TAPS
NEHC 20458|7539|Zionism And Its Critics|NEHC
LACS 26616|6665|Latin America After Development|LACS
"RLST 28102|8968|Memory, Commemoration & Mourning|RLST"
"CLCV 28512|1785|Medicine, Magic & Science in Ancient & Medieval Europe|CLCV"
EALC 24306|2838|20th-Century China through Great Trials|EALC
HUMA 13700|5977|Introduction To Humanities-3|HUMA
PORT 21700|8572|Proust on Interpretation|PORT
HIST 28604|5645|Law & Social Movements in Modern America|HIST
LACS 38901|6750|Intermediate Modern Spoken Yucatec Maya I|LACS
EALC 23208|2823|Classics of Chinese Religious Literature|EALC
TAPS 36550|10015|Shakespeare's History Plays|TAPS
SPAN 26303|9768|Discursos Publicos y Privados en Algunas Novelas Latinoamericanas|SPAN
"GNSE 26213|4621|New Queer Cinema and the Art of the Culture Wars, 1980s-1990s|GNSE"
HIST 29651|5734|History Colloquium:  Writing Historical Fiction|HIST
HIST 25802|5460|U.S. Intervention and Regime Change in Latin America|HIST
AMER 18710|74|Early America to 1800|AMER
PORT 25104|8591|Aspects of Brazilian Portuguese Grammar|PORT
ARTV 26201|955|Architectural History and Critical Media Practice|ARTV
ENGL 18904|3296|The Rise of the Novel|ENGL
FNDL 25310|4028|Law and Legislator: Exodus|FNDL
SALC 27300|9172|Intro to Comp Lit II: Comp Modernisms: China India in Mod Lit|SALC
HIST 23511|5309|Industry and Empire 1600-1830|HIST
CLCV 29613|1797|Hist Colloq:  The Greeks and Persian Empire|CLCV
HUMA 22305|6005|The Films of Jean-Luc Godard|HUMA
HUDV 25800|5942|Psychiatric Patient/Life World|HUDV
SCTH 34804|9240|Montesquieu's My Thoughts|SCTH
CRPC 24950|2533|Inner Self in Modern Japanese Lit.|CRPC
HIST 25610|5451|Islamic Thought & Literature-1|HIST
PHIL 20209|7849|Film Aesthetics: Agency & Fate in Film Noir|PHIL
HIST 29509|5698|To Believe in America:  Religious Freedom in United States History|HIST
ECON 41100|3091|Experimental Economics|ECON
PPHA 39201|8607|Energy & Energy Policy|PPHA
